2018-02-01 00:03:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 05:03:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 05:08:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 05:08:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 05:08:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 05:08:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 05:08:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 05:08:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 05:08:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 05:13:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 05:13:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 05:13:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 05:13:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 05:13:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 05:13:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 05:13:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 05:18:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 05:18:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 05:18:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 05:18:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 05:18:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 05:18:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 05:18:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 05:23:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 05:23:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 05:23:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 05:23:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 05:23:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 05:23:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 05:23:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 05:28:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 05:28:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 05:28:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 05:28:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 05:28:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 05:28:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 05:28:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 05:33:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 05:33:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 05:33:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 05:33:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 05:33:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 05:33:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 05:33:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 05:38:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 05:38:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 05:38:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 05:38:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 05:38:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 05:38:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 05:38:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 05:43:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 05:43:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 05:43:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 05:43:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 05:43:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 05:43:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 05:43:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 05:48:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 05:48:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 05:48:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 05:48:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 05:48:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 05:48:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 05:48:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 05:53:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 05:53:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 05:53:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 05:53:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 05:53:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 05:53:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 05:53:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 05:58:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 05:58:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 05:58:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 05:58:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 05:58:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 05:58:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 05:58:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 06:03:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 06:03:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 06:03:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 06:03:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 06:03:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 06:03:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 06:03:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 06:08:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 06:08:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 06:08:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 06:08:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 06:08:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 06:08:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 06:08:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 06:13:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 06:13:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 06:13:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 06:13:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 06:13:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 06:13:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 06:13:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 06:18:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 06:18:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 06:18:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 06:18:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 06:18:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 06:18:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 06:18:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 06:23:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 06:23:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 06:23:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 06:23:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 06:23:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 06:23:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 06:23:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 06:28:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 06:28:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 06:28:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 06:28:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 06:28:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 06:28:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 06:28:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 06:33:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 06:33:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 06:33:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 06:33:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 06:33:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 06:33:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 06:33:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 06:38:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 06:38:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 06:38:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 06:38:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 06:38:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 06:38:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 06:38:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 06:43:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 06:43:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 06:43:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 06:43:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 06:43:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 06:43:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 06:43:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 06:48:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 06:48:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 06:48:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 06:48:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 06:48:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 06:48:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 06:48:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 06:53:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 06:53:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 06:53:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 06:53:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 06:53:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 06:53:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 06:53:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 06:58:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 06:58:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 06:58:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 06:58:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 06:58:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 06:58:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 06:58:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 07:03:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 07:03:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 07:03:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 07:03:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 07:03:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 07:03:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 07:03:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 07:08:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 07:08:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 07:08:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 07:08:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 07:08:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 07:08:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 07:08:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 07:13:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 07:13:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 07:13:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 07:13:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 07:13:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 07:13:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 07:13:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 07:18:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 07:18:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 07:18:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 07:18:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 07:18:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 07:18:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 07:18:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 07:23:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 07:23:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 07:23:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 07:23:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 07:23:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 07:23:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 07:23:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 07:28:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 07:28:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 07:28:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 07:28:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 07:28:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 07:28:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 07:28:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 07:33:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 07:33:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 07:33:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 07:33:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 07:33:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 07:33:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 07:33:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 07:38:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 07:38:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 07:38:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 07:38:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 07:38:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 07:38:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 07:38:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 07:43:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 07:43:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 07:43:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 07:43:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 07:43:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 07:43:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 07:43:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 07:48:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 07:48:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 07:48:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 07:48:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 07:48:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 07:48:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 07:48:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 07:53:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 07:53:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 07:53:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 07:53:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 07:53:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 07:53:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 07:53:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 07:58:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 07:58:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 07:58:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 07:58:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 07:58:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 07:58:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 07:58:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 08:03:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 08:03:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 08:03:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 08:03:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 08:03:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 08:03:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 08:03:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 08:08:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 08:08:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 08:08:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 08:08:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 08:08:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 08:08:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 08:08:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 08:13:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 08:13:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 08:13:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 08:13:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 08:13:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 08:13:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 08:13:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 08:18:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 08:18:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 08:18:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 08:18:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 08:18:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 08:18:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 08:18:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 08:23:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 08:23:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 08:23:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 08:23:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 08:23:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 08:23:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 08:23:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 08:28:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-01 08:28:59, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-01 08:28:59, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-01 08:28:59, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-01 08:28:59, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-01 08:28:59, mac : 00:06:7A:05:04:97, IP : .................
2018-02-01 08:28:59, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-01 08:33:59, mac : 00:06:7A:40:04:42, IP : .................
